study,variant,series_type,sequence,density_trend_pct_per_decade,altitude_km,uncertainty_minus_pct_per_decade,uncertainty_plus_pct_per_decade,marker,line_style,color_hex,extraction_basis,source_reference,source_url,notes,include_in_plot
Solomon 2018,low solar activity,profile,6,0.261171,28.613,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,7,0.13663,34.749,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,8,0.020506,42.241,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,9,-0.054218,45.655,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,10,-0.187177,49.06,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,11,-0.561315,56.552,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,12,-0.835649,61.323,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,13,-1.118228,65.41,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,14,-1.525692,70.181,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,15,-1.941402,74.951,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,16,-2.174336,78.365,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,17,-2.299049,80.404,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,18,-2.373774,82.453,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,19,-2.390436,83.809,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,20,-2.365185,87.214,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,21,-2.356767,89.945,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,22,-2.398338,92.667,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,23,-2.464817,94.716,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,24,-2.539542,96.081,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,25,-2.664255,98.803,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,26,-2.830539,100.169,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,27,-2.988405,104.939,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,28,-3.071547,106.978,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,29,-3.06313,110.383,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,30,-2.996479,112.432,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,31,-2.913165,115.163,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,32,-2.838097,118.568,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,33,-2.763029,122.655,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,34,-2.704623,126.743,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,35,-2.654635,132.196,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,36,-2.596058,140.371,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,37,-2.553972,148.546,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,38,-2.52872,158.087,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,39,-2.520131,164.906,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,40,-2.519787,171.033,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,41,-2.527689,181.256,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,42,-2.552254,192.163,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,43,-2.634709,208.513,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,44,-2.708918,224.19,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,45,-2.791544,238.501,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,46,-2.932061,262.344,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,47,-3.122051,292.332,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,48,-3.370102,328.446,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,49,-3.560435,353.655,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,50,-3.899702,399.319,,,True,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,0,-0.071912,1.242,,,True,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,1,-0.054562,7.72,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,2,0.032531,11.324,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,3,0.110863,12.775,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,4,0.189367,14.937,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,5,0.258938,17.109,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,6,0.346203,17.839,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,7,0.450817,17.849,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,8,0.590303,19.3,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,9,0.459578,21.443,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,10,0.372313,22.875,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,11,0.302399,25.028,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,12,0.241416,27.902,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,13,0.180262,31.487,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,14,0.101759,35.802,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,15,0.040605,39.387,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,16,-0.020549,41.539,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,17,-0.081703,45.855,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,18,-0.177557,47.277,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,19,-0.334564,50.862,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,20,-0.47405,53.726,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,21,-0.622469,56.581,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,22,-0.788237,59.445,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,23,-0.927723,61.588,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,24,-1.136952,64.443,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,25,-1.354942,67.298,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,26,-1.642847,70.864,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,27,-1.930579,74.439,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,28,-2.131219,77.294,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,29,-2.262116,78.716,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,30,-2.410363,82.301,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,31,-2.462756,83.013,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,32,-2.506388,88.76,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,33,-2.567542,90.913,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,34,-2.689507,93.777,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,35,-2.794293,95.93,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,36,-2.94254,97.352,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,37,-3.134419,100.207,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,38,-3.317537,102.35,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,39,-3.378691,103.782,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,40,-3.413563,105.935,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,41,-3.378691,108.097,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,42,-3.32647,109.539,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,43,-3.247966,110.99,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,44,-3.134762,113.152,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,45,-3.030148,115.324,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,46,-2.899423,118.938,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,47,-2.742587,123.272,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,48,-2.620623,126.876,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,49,-2.455026,131.94,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,50,-2.245969,139.148,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,51,-2.03674,147.086,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,52,-1.888837,153.573,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,53,-1.766872,160.06,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,54,-1.679779,166.547,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,55,-1.610208,173.754,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,56,-1.549398,181.664,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,57,-1.514698,191.025,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,58,-1.497348,198.223,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,59,-1.49752,208.295,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,60,-1.489103,216.204,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,61,-1.498035,225.565,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,62,-1.515557,233.475,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,63,-1.542011,247.131,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
